"region","age","sex","2019"
"06 Jönköping county","72 years","women",2111.0
"06 Jönköping county","73 years","men",1996.5
"06 Jönköping county","73 years","women",1989.0
"06 Jönköping county","74 years","men",1970.0
"06 Jönköping county","74 years","women",1928.5
"06 Jönköping county","75 years","men",1847.5
"06 Jönköping county","75 years","women",1928.0
"06 Jönköping county","76 years","men",1630.5
"06 Jönköping county","76 years","women",1804.0
"06 Jönköping county","77 years","men",1530.5
"06 Jönköping county","77 years","women",1645.5
"06 Jönköping county","78 years","men",1309.0
"06 Jönköping county","78 years","women",1392.0
"06 Jönköping county","79 years","men",1205.5
"06 Jönköping county","79 years","women",1366.5
"06 Jönköping county","80 years","men",1158.0
"06 Jönköping county","80 years","women",1342.5
"06 Jönköping county","81 years","men",1014.5
"06 Jönköping county","81 years","women",1320.0
"06 Jönköping county","82 years","men",871.5
"06 Jönköping county","82 years","women",1175.0
"06 Jönköping county","83 years","men",800.5
"06 Jönköping county","83 years","women",1108.5
"06 Jönköping county","84 years","men",748.0
"06 Jönköping county","84 years","women",976.5
"06 Jönköping county","85 years","men",682.5
"06 Jönköping county","85 years","women",923.5
"06 Jönköping county","86 years","men",590.0
"06 Jönköping county","86 years","women",873.5
"06 Jönköping county","87 years","men",526.0
"06 Jönköping county","87 years","women",868.0
"06 Jönköping county","88 years","men",461.0
"06 Jönköping county","88 years","women",783.0
"06 Jönköping county","89 years","men",416.0
"06 Jönköping county","89 years","women",708.0
"06 Jönköping county","90 years","men",317.0
"06 Jönköping county","90 years","women",643.5
"06 Jönköping county","91 years","men",301.0
"06 Jönköping county","91 years","women",542.0
"06 Jönköping county","92 years","men",208.0
"06 Jönköping county","92 years","women",444.5
"06 Jönköping county","93 years","men",182.0
"06 Jönköping county","93 years","women",372.0
"06 Jönköping county","94 years","men",134.0
"06 Jönköping county","94 years","women",322.0
"06 Jönköping county","95 years","men",94.0
"06 Jönköping county","95 years","women",230.0
"06 Jönköping county","96 years","men",69.5
"06 Jönköping county","96 years","women",188.5
"06 Jönköping county","97 years","men",41.5
"06 Jönköping county","97 years","women",127.5
"06 Jönköping county","98 years","men",41.5
"06 Jönköping county","98 years","women",104.0
"06 Jönköping county","99 years","men",28.5
"06 Jönköping county","99 years","women",78.0
"06 Jönköping county","100+ years","men",20.5
"06 Jönköping county","100+ years","women",95.0
"07 Kronoberg county","0 years","men",630.0
"07 Kronoberg county","0 years","women",534.0
"07 Kronoberg county","1 year","men",1209.0
"07 Kronoberg county","1 year","women",1110.0
"07 Kronoberg county","2 years","men",1239.5
"07 Kronoberg county","2 years","women",1123.5
"07 Kronoberg county","3 years","men",1263.0
"07 Kronoberg county","3 years","women",1273.0
"07 Kronoberg county","4 years","men",1184.5
"07 Kronoberg county","4 years","women",1198.0
"07 Kronoberg county","5 years","men",1261.5
"07 Kronoberg county","5 years","women",1195.0
"07 Kronoberg county","6 years","men",1303.0
"07 Kronoberg county","6 years","women",1222.5
"07 Kronoberg county","7 years","men",1242.5
"07 Kronoberg county","7 years","women",1206.5
"07 Kronoberg county","8 years","men",1228.5
"07 Kronoberg county","8 years","women",1181.0
"07 Kronoberg county","9 years","men",1299.0
"07 Kronoberg county","9 years","women",1228.0
"07 Kronoberg county","10 years","men",1290.0
"07 Kronoberg county","10 years","women",1232.5
"07 Kronoberg county","11 years","men",1310.5
"07 Kronoberg county","11 years","women",1174.0
"07 Kronoberg county","12 years","men",1233.0
"07 Kronoberg county","12 years","women",1159.0
"07 Kronoberg county","13 years","men",1330.0
"07 Kronoberg county","13 years","women",1154.5
"07 Kronoberg county","14 years","men",1169.5
"07 Kronoberg county","14 years","women",1183.5
"07 Kronoberg county","15 years","men",1258.5
"07 Kronoberg county","15 years","women",1161.0
"07 Kronoberg county","16 years","men",1192.0
"07 Kronoberg county","16 years","women",1129.5
"07 Kronoberg county","17 years","men",1225.5
"07 Kronoberg county","17 years","women",1090.5
"07 Kronoberg county","18 years","men",1224.5
"07 Kronoberg county","18 years","women",1044.5
"07 Kronoberg county","19 years","men",1156.5
"07 Kronoberg county","19 years","women",1033.0
"07 Kronoberg county","20 years","men",1347.5
"07 Kronoberg county","20 years","women",1104.5
"07 Kronoberg county","21 years","men",1259.0
"07 Kronoberg county","21 years","women",1103.0
"07 Kronoberg county","22 years","men",1267.5
"07 Kronoberg county","22 years","women",1111.5
"07 Kronoberg county","23 years","men",1244.0
"07 Kronoberg county","23 years","women",1137.0
"07 Kronoberg county","24 years","men",1420.0
"07 Kronoberg county","24 years","women",1187.0
"07 Kronoberg county","25 years","men",1427.5
"07 Kronoberg county","25 years","women",1223.5
"07 Kronoberg county","26 years","men",1497.0
"07 Kronoberg county","26 years","women",1208.0
"07 Kronoberg county","27 years","men",1506.5
"07 Kronoberg county","27 years","women",1388.5
"07 Kronoberg county","28 years","men",1469.5
"07 Kronoberg county","28 years","women",1345.0
"07 Kronoberg county","29 years","men",1534.0
"07 Kronoberg county","29 years","women",1357.0
"07 Kronoberg county","30 years","men",1432.0
"07 Kronoberg county","30 years","women",1246.0
"07 Kronoberg county","31 years","men",1366.5
"07 Kronoberg county","31 years","women",1259.0
"07 Kronoberg county","32 years","men",1340.5
"07 Kronoberg county","32 years","women",1230.5
"07 Kronoberg county","33 years","men",1293.5
"07 Kronoberg county","33 years","women",1208.5
"07 Kronoberg county","34 years","men",1276.5
"07 Kronoberg county","34 years","women",1154.0
"07 Kronoberg county","35 years","men",1259.5
"07 Kronoberg county","35 years","women",1146.5
"07 Kronoberg county","36 years","men",1185.5
"07 Kronoberg county","36 years","women",1112.5
"07 Kronoberg county","37 years","men",1238.5
"07 Kronoberg county","37 years","women",1187.5
"07 Kronoberg county","38 years","men",1204.0
"07 Kronoberg county","38 years","women",1105.0
"07 Kronoberg county","39 years","men",1239.5
"07 Kronoberg county","39 years","women",1211.5
"07 Kronoberg county","40 years","men",1251.5
"07 Kronoberg county","40 years","women",1149.5
"07 Kronoberg county","41 years","men",1190.0
"07 Kronoberg county","41 years","women",1139.5
"07 Kronoberg county","42 years","men",1224.0
"07 Kronoberg county","42 years","women",1115.5
"07 Kronoberg county","43 years","men",1248.5
"07 Kronoberg county","43 years","women",1129.0
"07 Kronoberg county","44 years","men",1307.0
"07 Kronoberg county","44 years","women",1186.0
"07 Kronoberg county","45 years","men",1332.5
"07 Kronoberg county","45 years","women",1141.5
"07 Kronoberg county","46 years","men",1202.5
"07 Kronoberg county","46 years","women",1201.5
"07 Kronoberg county","47 years","men",1230.0
"07 Kronoberg county","47 years","women",1150.5
"07 Kronoberg county","48 years","men",1230.5
"07 Kronoberg county","48 years","women",1239.0
"07 Kronoberg county","49 years","men",1229.0
"07 Kronoberg county","49 years","women",1158.5
"07 Kronoberg county","50 years","men",1229.0
"07 Kronoberg county","50 years","women",1240.5
"07 Kronoberg county","51 years","men",1317.0
"07 Kronoberg county","51 years","women",1244.0
"07 Kronoberg county","52 years","men",1406.5
"07 Kronoberg county","52 years","women",1281.5
"07 Kronoberg county","53 years","men",1356.5
"07 Kronoberg county","53 years","women",1241.0
"07 Kronoberg county","54 years","men",1348.5
"07 Kronoberg county","54 years","women",1241.5
"07 Kronoberg county","55 years","men",1296.5
"07 Kronoberg county","55 years","women",1243.5
"07 Kronoberg county","56 years","men",1182.0
"07 Kronoberg county","56 years","women",1165.0
"07 Kronoberg county","57 years","men",1189.5
"07 Kronoberg county","57 years","women",1110.5
"07 Kronoberg county","58 years","men",1107.0
"07 Kronoberg county","58 years","women",1041.5
"07 Kronoberg county","59 years","men",1091.5
"07 Kronoberg county","59 years","women",1036.5
"07 Kronoberg county","60 years","men",1140.5
"07 Kronoberg county","60 years","women",1062.5
"07 Kronoberg county","61 years","men",1102.0
"07 Kronoberg county","61 years","women",1069.5
"07 Kronoberg county","62 years","men",1059.0
"07 Kronoberg county","62 years","women",1072.5
"07 Kronoberg county","63 years","men",1144.0
"07 Kronoberg county","63 years","women",1140.0
"07 Kronoberg county","64 years","men",1094.0
"07 Kronoberg county","64 years","women",1109.5
"07 Kronoberg county","65 years","men",1091.0
"07 Kronoberg county","65 years","women",1079.5
"07 Kronoberg county","66 years","men",1094.5
"07 Kronoberg county","66 years","women",1095.5
"07 Kronoberg county","67 years","men",1099.0
"07 Kronoberg county","67 years","women",1143.0
"07 Kronoberg county","68 years","men",1156.0
"07 Kronoberg county","68 years","women",1115.0
"07 Kronoberg county","69 years","men",1115.0
"07 Kronoberg county","69 years","women",1094.0
"07 Kronoberg county","70 years","men",1158.0
"07 Kronoberg county","70 years","women",1116.0
"07 Kronoberg county","71 years","men",1176.0
"07 Kronoberg county","71 years","women",1146.0
"07 Kronoberg county","72 years","men",1156.5
"07 Kronoberg county","72 years","women",1094.5
"07 Kronoberg county","73 years","men",1136.0
"07 Kronoberg county","73 years","women",1142.0
"07 Kronoberg county","74 years","men",1092.5
"07 Kronoberg county","74 years","women",1089.5
"07 Kronoberg county","75 years","men",1067.5
"07 Kronoberg county","75 years","women",1053.5
"07 Kronoberg county","76 years","men",984.5
"07 Kronoberg county","76 years","women",975.0
"07 Kronoberg county","77 years","men",854.0
"07 Kronoberg county","77 years","women",896.0
"07 Kronoberg county","78 years","men",745.5
"07 Kronoberg county","78 years","women",725.0
"07 Kronoberg county","79 years","men",680.0
"07 Kronoberg county","79 years","women",696.0
"07 Kronoberg county","80 years","men",637.0
"07 Kronoberg county","80 years","women",709.0
"07 Kronoberg county","81 years","men",571.5
"07 Kronoberg county","81 years","women",691.5
"07 Kronoberg county","82 years","men",563.0
"07 Kronoberg county","82 years","women",685.0
"07 Kronoberg county","83 years","men",500.0
"07 Kronoberg county","83 years","women",598.5
"07 Kronoberg county","84 years","men",411.0
"07 Kronoberg county","84 years","women",559.0
"07 Kronoberg county","85 years","men",412.5
"07 Kronoberg county","85 years","women",535.0
"07 Kronoberg county","86 years","men",341.0
"07 Kronoberg county","86 years","women",490.5
"07 Kronoberg county","87 years","men",334.0
"07 Kronoberg county","87 years","women",480.5
"07 Kronoberg county","88 years","men",274.5
"07 Kronoberg county","88 years","women",436.5
"07 Kronoberg county","89 years","men",219.5
"07 Kronoberg county","89 years","women",423.5
"07 Kronoberg county","90 years","men",176.0
"07 Kronoberg county","90 years","women",341.5
"07 Kronoberg county","91 years","men",196.0
"07 Kronoberg county","91 years","women",308.0
"07 Kronoberg county","92 years","men",110.5
"07 Kronoberg county","92 years","women",255.5
"07 Kronoberg county","93 years","men",99.0
"07 Kronoberg county","93 years","women",217.5
"07 Kronoberg county","94 years","men",86.5
"07 Kronoberg county","94 years","women",174.5
"07 Kronoberg county","95 years","men",73.5
"07 Kronoberg county","95 years","women",137.0
"07 Kronoberg county","96 years","men",30.0
"07 Kronoberg county","96 years","women",95.0
"07 Kronoberg county","97 years","men",28.0
"07 Kronoberg county","97 years","women",65.5
"07 Kronoberg county","98 years","men",26.5
"07 Kronoberg county","98 years","women",56.5
"07 Kronoberg county","99 years","men",13.0
"07 Kronoberg county","99 years","women",50.5
"07 Kronoberg county","100+ years","men",6.0
"07 Kronoberg county","100+ years","women",54.0
"08 Kalmar county","0 years","men",625.5
"08 Kalmar county","0 years","women",589.5
"08 Kalmar county","1 year","men",1331.0
"08 Kalmar county","1 year","women",1253.0
"08 Kalmar county","2 years","men",1327.0
"08 Kalmar county","2 years","women",1293.0
"08 Kalmar county","3 years","men",1384.5
"08 Kalmar county","3 years","women",1292.0
"08 Kalmar county","4 years","men",1397.5
"08 Kalmar county","4 years","women",1348.0
"08 Kalmar county","5 years","men",1397.0
"08 Kalmar county","5 years","women",1336.5
"08 Kalmar county","6 years","men",1406.5
"08 Kalmar county","6 years","women",1311.0
"08 Kalmar county","7 years","men",1447.0
"08 Kalmar county","7 years","women",1415.5
"08 Kalmar county","8 years","men",1397.5
"08 Kalmar county","8 years","women",1282.5
"08 Kalmar county","9 years","men",1486.5
"08 Kalmar county","9 years","women",1386.0
"08 Kalmar county","10 years","men",1344.5
"08 Kalmar county","10 years","women",1391.5
"08 Kalmar county","11 years","men",1407.0
"08 Kalmar county","11 years","women",1339.0
"08 Kalmar county","12 years","men",1444.0
"08 Kalmar county","12 years","women",1308.0
"08 Kalmar county","13 years","men",1378.0
"08 Kalmar county","13 years","women",1290.5
"08 Kalmar county","14 years","men",1367.5
"08 Kalmar county","14 years","women",1283.0
"08 Kalmar county","15 years","men",1376.0
"08 Kalmar county","15 years","women",1292.0
"08 Kalmar county","16 years","men",1361.0
"08 Kalmar county","16 years","women",1256.5
"08 Kalmar county","17 years","men",1392.5
"08 Kalmar county","17 years","women",1280.0
"08 Kalmar county","18 years","men",1413.0
"08 Kalmar county","18 years","women",1202.5
"08 Kalmar county","19 years","men",1444.0
"08 Kalmar county","19 years","women",1238.0
"08 Kalmar county","20 years","men",1478.0
"08 Kalmar county","20 years","women",1124.5
"08 Kalmar county","21 years","men",1283.5
"08 Kalmar county","21 years","women",1147.5
"08 Kalmar county","22 years","men",1256.0
"08 Kalmar county","22 years","women",1132.0
"08 Kalmar county","23 years","men",1346.0
"08 Kalmar county","23 years","women",1208.0
"08 Kalmar county","24 years","men",1439.0
"08 Kalmar county","24 years","women",1222.5
"08 Kalmar county","25 years","men",1476.0
"08 Kalmar county","25 years","women",1296.0
"08 Kalmar county","26 years","men",1588.0
"08 Kalmar county","26 years","women",1490.5
"08 Kalmar county","27 years","men",1668.5
"08 Kalmar county","27 years","women",1462.5
"08 Kalmar county","28 years","men",1680.5
"08 Kalmar county","28 years","women",1457.0
"08 Kalmar county","29 years","men",1728.0
"08 Kalmar county","29 years","women",1487.5
"08 Kalmar county","30 years","men",1588.5
"08 Kalmar county","30 years","women",1414.0
"08 Kalmar county","31 years","men",1499.5
"08 Kalmar county","31 years","women",1424.0
"08 Kalmar county","32 years","men",1440.5
"08 Kalmar county","32 years","women",1367.5
"08 Kalmar county","33 years","men",1455.0
"08 Kalmar county","33 years","women",1214.5
"08 Kalmar county","34 years","men",1402.5
"08 Kalmar county","34 years","women",1310.0
"08 Kalmar county","35 years","men",1293.5
"08 Kalmar county","35 years","women",1351.0
"08 Kalmar county","36 years","men",1344.5
"08 Kalmar county","36 years","women",1214.5
"08 Kalmar county","37 years","men",1332.5
"08 Kalmar county","37 years","women",1276.5
"08 Kalmar county","38 years","men",1313.0
"08 Kalmar county","38 years","women",1270.0
"08 Kalmar county","39 years","men",1282.0
"08 Kalmar county","39 years","women",1203.5
"08 Kalmar county","40 years","men",1415.5
"08 Kalmar county","40 years","women",1220.5
"08 Kalmar county","41 years","men",1259.5
"08 Kalmar county","41 years","women",1239.0
"08 Kalmar county","42 years","men",1375.0
"08 Kalmar county","42 years","women",1268.5
"08 Kalmar county","43 years","men",1364.5
"08 Kalmar county","43 years","women",1244.5
"08 Kalmar county","44 years","men",1399.0
"08 Kalmar county","44 years","women",1386.5
"08 Kalmar county","45 years","men",1456.0
"08 Kalmar county","45 years","women",1378.5
"08 Kalmar county","46 years","men",1533.5
"08 Kalmar county","46 years","women",1454.5
"08 Kalmar county","47 years","men",1498.5
"08 Kalmar county","47 years","women",1478.5
"08 Kalmar county","48 years","men",1522.0
"08 Kalmar county","48 years","women",1493.0
"08 Kalmar county","49 years","men",1537.5
"08 Kalmar county","49 years","women",1480.0
"08 Kalmar county","50 years","men",1487.0
"08 Kalmar county","50 years","women",1488.5
"08 Kalmar county","51 years","men",1567.5
"08 Kalmar county","51 years","women",1569.0
"08 Kalmar county","52 years","men",1724.0
"08 Kalmar county","52 years","women",1594.0
"08 Kalmar county","53 years","men",1768.5
"08 Kalmar county","53 years","women",1641.0
"08 Kalmar county","54 years","men",1738.0
"08 Kalmar county","54 years","women",1635.5
"08 Kalmar county","55 years","men",1725.5
"08 Kalmar county","55 years","women",1643.5
"08 Kalmar county","56 years","men",1638.5
"08 Kalmar county","56 years","women",1573.5
"08 Kalmar county","57 years","men",1541.5
"08 Kalmar county","57 years","women",1546.0
"08 Kalmar county","58 years","men",1482.5
"08 Kalmar county","58 years","women",1460.0
"08 Kalmar county","59 years","men",1517.0
"08 Kalmar county","59 years","women",1473.0
"08 Kalmar county","60 years","men",1511.0
"08 Kalmar county","60 years","women",1526.5
"08 Kalmar county","61 years","men",1490.5
"08 Kalmar county","61 years","women",1495.0
"08 Kalmar county","62 years","men",1453.0
"08 Kalmar county","62 years","women",1507.0
"08 Kalmar county","63 years","men",1554.5
"08 Kalmar county","63 years","women",1627.5
"08 Kalmar county","64 years","men",1588.0
"08 Kalmar county","64 years","women",1588.0
"08 Kalmar county","65 years","men",1593.0
"08 Kalmar county","65 years","women",1559.5
"08 Kalmar county","66 years","men",1601.5
"08 Kalmar county","66 years","women",1492.5
"08 Kalmar county","67 years","men",1572.5
"08 Kalmar county","67 years","women",1523.0
"08 Kalmar county","68 years","men",1553.0
"08 Kalmar county","68 years","women",1620.0
"08 Kalmar county","69 years","men",1614.0
"08 Kalmar county","69 years","women",1550.0
"08 Kalmar county","70 years","men",1591.0
"08 Kalmar county","70 years","women",1682.0
"08 Kalmar county","71 years","men",1656.5
"08 Kalmar county","71 years","women",1665.5
"08 Kalmar county","72 years","men",1702.0
"08 Kalmar county","72 years","women",1681.0
"08 Kalmar county","73 years","men",1704.5
"08 Kalmar county","73 years","women",1668.5
"08 Kalmar county","74 years","men",1612.0
"08 Kalmar county","74 years","women",1631.0
"08 Kalmar county","75 years","men",1539.0
"08 Kalmar county","75 years","women",1540.0
"08 Kalmar county","76 years","men",1372.5
"08 Kalmar county","76 years","women",1476.0
"08 Kalmar county","77 years","men",1315.5
"08 Kalmar county","77 years","women",1324.5
"08 Kalmar county","78 years","men",1056.5
"08 Kalmar county","78 years","women",1174.0
"08 Kalmar county","79 years","men",999.5
"08 Kalmar county","79 years","women",1097.0
"08 Kalmar county","80 years","men",942.0
"08 Kalmar county","80 years","women",1134.0
"08 Kalmar county","81 years","men",873.5
"08 Kalmar county","81 years","women",998.5
"08 Kalmar county","82 years","men",747.5
"08 Kalmar county","82 years","women",900.0
"08 Kalmar county","83 years","men",704.0
"08 Kalmar county","83 years","women",889.0
"08 Kalmar county","84 years","men",643.0
"08 Kalmar county","84 years","women",789.5
"08 Kalmar county","85 years","men",554.0
"08 Kalmar county","85 years","women",753.5
"08 Kalmar county","86 years","men",466.0
"08 Kalmar county","86 years","women",694.0
"08 Kalmar county","87 years","men",427.0
"08 Kalmar county","87 years","women",608.5
"08 Kalmar county","88 years","men",380.0
"08 Kalmar county","88 years","women",600.0
"08 Kalmar county","89 years","men",299.0
"08 Kalmar county","89 years","women",520.0
"08 Kalmar county","90 years","men",243.5
"08 Kalmar county","90 years","women",436.5
"08 Kalmar county","91 years","men",214.5
"08 Kalmar county","91 years","women",421.5
"08 Kalmar county","92 years","men",153.0
"08 Kalmar county","92 years","women",332.0
"08 Kalmar county","93 years","men",128.0
"08 Kalmar county","93 years","women",291.0
"08 Kalmar county","94 years","men",103.5
"08 Kalmar county","94 years","women",215.0
"08 Kalmar county","95 years","men",73.5
"08 Kalmar county","95 years","women",158.0
"08 Kalmar county","96 years","men",62.5
"08 Kalmar county","96 years","women",141.5
"08 Kalmar county","97 years","men",31.5
"08 Kalmar county","97 years","women",88.0
"08 Kalmar county","98 years","men",18.5
"08 Kalmar county","98 years","women",57.5
"08 Kalmar county","99 years","men",16.0
"08 Kalmar county","99 years","women",53.5
"08 Kalmar county","100+ years","men",14.0
"08 Kalmar county","100+ years","women",71.0
"09 Gotland county","0 years","men",135.5
"09 Gotland county","0 years","women",122.5
"09 Gotland county","1 year","men",270.5
"09 Gotland county","1 year","women",256.0
"09 Gotland county","2 years","men",314.0
"09 Gotland county","2 years","women",272.5
"09 Gotland county","3 years","men",286.5
"09 Gotland county","3 years","women",309.5
"09 Gotland county","4 years","men",310.0
"09 Gotland county","4 years","women",247.0
"09 Gotland county","5 years","men",348.5
"09 Gotland county","5 years","women",290.0
"09 Gotland county","6 years","men",325.0
"09 Gotland county","6 years","women",289.0
"09 Gotland county","7 years","men",333.0
"09 Gotland county","7 years","women",319.0
"09 Gotland county","8 years","men",319.5
"09 Gotland county","8 years","women",335.0
"09 Gotland county","9 years","men",342.0
"09 Gotland county","9 years","women",344.0
"09 Gotland county","10 years","men",354.0
"09 Gotland county","10 years","women",338.0
"09 Gotland county","11 years","men",342.0
"09 Gotland county","11 years","women",318.5
"09 Gotland county","12 years","men",313.5
"09 Gotland county","12 years","women",264.0
"09 Gotland county","13 years","men",316.5
"09 Gotland county","13 years","women",314.0
"09 Gotland county","14 years","men",337.5
"09 Gotland county","14 years","women",301.0
"09 Gotland county","15 years","men",296.0
"09 Gotland county","15 years","women",265.0
"09 Gotland county","16 years","men",296.5
"09 Gotland county","16 years","women",306.0
"09 Gotland county","17 years","men",335.5
"09 Gotland county","17 years","women",293.5
"09 Gotland county","18 years","men",307.0
"09 Gotland county","18 years","women",276.5
"09 Gotland county","19 years","men",330.0
"09 Gotland county","19 years","women",293.0
"09 Gotland county","20 years","men",387.5
"09 Gotland county","20 years","women",319.5
"09 Gotland county","21 years","men",317.5
"09 Gotland county","21 years","women",258.5
"09 Gotland county","22 years","men",362.5
"09 Gotland county","22 years","women",298.5
"09 Gotland county","23 years","men",331.0
"09 Gotland county","23 years","women",265.5
"09 Gotland county","24 years","men",348.5
"09 Gotland county","24 years","women",304.5
"09 Gotland county","25 years","men",358.0
"09 Gotland county","25 years","women",303.5
"09 Gotland county","26 years","men",396.0
"09 Gotland county","26 years","women",315.5
"09 Gotland county","27 years","men",369.0
"09 Gotland county","27 years","women",329.0
"09 Gotland county","28 years","men",358.5
"09 Gotland county","28 years","women",315.0
"09 Gotland county","29 years","men",423.5
"09 Gotland county","29 years","women",395.0
"09 Gotland county","30 years","men",348.5
"09 Gotland county","30 years","women",337.5
"09 Gotland county","31 years","men",352.5
"09 Gotland county","31 years","women",338.0
"09 Gotland county","32 years","men",302.5
"09 Gotland county","32 years","women",309.5
"09 Gotland county","33 years","men",312.5
"09 Gotland county","33 years","women",309.5
"09 Gotland county","34 years","men",282.0
"09 Gotland county","34 years","women",309.5
"09 Gotland county","35 years","men",299.0
"09 Gotland county","35 years","women",271.0
"09 Gotland county","36 years","men",312.0
"09 Gotland county","36 years","women",303.5
"09 Gotland county","37 years","men",303.5
"09 Gotland county","37 years","women",297.5
"09 Gotland county","38 years","men",306.5
"09 Gotland county","38 years","women",311.0
"09 Gotland county","39 years","men",320.5
"09 Gotland county","39 years","women",303.5
"09 Gotland county","40 years","men",290.5
"09 Gotland county","40 years","women",346.0
"09 Gotland county","41 years","men",291.0
"09 Gotland county","41 years","women",293.0
"09 Gotland county","42 years","men",321.0
"09 Gotland county","42 years","women",317.0
"09 Gotland county","43 years","men",317.5
"09 Gotland county","43 years","women",303.0
"09 Gotland county","44 years","men",350.0
"09 Gotland county","44 years","women",323.5
"09 Gotland county","45 years","men",393.0
"09 Gotland county","45 years","women",372.0
"09 Gotland county","46 years","men",365.5
"09 Gotland county","46 years","women",340.0
"09 Gotland county","47 years","men",349.5
"09 Gotland county","47 years","women",415.0
"09 Gotland county","48 years","men",376.0
"09 Gotland county","48 years","women",371.0
"09 Gotland county","49 years","men",329.5
"09 Gotland county","49 years","women",359.5
"09 Gotland county","50 years","men",360.5
"09 Gotland county","50 years","women",357.5
"09 Gotland county","51 years","men",379.5
"09 Gotland county","51 years","women",362.0
"09 Gotland county","52 years","men",408.5
"09 Gotland county","52 years","women",462.5
"09 Gotland county","53 years","men",434.0
"09 Gotland county","53 years","women",427.0
"09 Gotland county","54 years","men",414.0
"09 Gotland county","54 years","women",431.0
"09 Gotland county","55 years","men",426.5
"09 Gotland county","55 years","women",457.5
"09 Gotland county","56 years","men",404.0
"09 Gotland county","56 years","women",416.5
"09 Gotland county","57 years","men",377.5
"09 Gotland county","57 years","women",395.5
"09 Gotland county","58 years","men",351.0
"09 Gotland county","58 years","women",416.5
"09 Gotland county","59 years","men",373.5
"09 Gotland county","59 years","women",408.5
"09 Gotland county","60 years","men",381.5
"09 Gotland county","60 years","women",365.0
"09 Gotland county","61 years","men",396.0
"09 Gotland county","61 years","women",423.0
"09 Gotland county","62 years","men",417.5
"09 Gotland county","62 years","women",391.0
"09 Gotland county","63 years","men",430.0
"09 Gotland county","63 years","women",431.5
"09 Gotland county","64 years","men",419.5
"09 Gotland county","64 years","women",436.5
"09 Gotland county","65 years","men",374.5
"09 Gotland county","65 years","women",414.0
"09 Gotland county","66 years","men",410.0
"09 Gotland county","66 years","women",420.5
"09 Gotland county","67 years","men",430.5
"09 Gotland county","67 years","women",398.5
"09 Gotland county","68 years","men",375.5
"09 Gotland county","68 years","women",409.0
"09 Gotland county","69 years","men",436.0
"09 Gotland county","69 years","women",419.0
"09 Gotland county","70 years","men",431.5
"09 Gotland county","70 years","women",397.0
"09 Gotland county","71 years","men",410.0
"09 Gotland county","71 years","women",420.0
"09 Gotland county","72 years","men",425.0
"09 Gotland county","72 years","women",394.0
"09 Gotland county","73 years","men",402.0
"09 Gotland county","73 years","women",495.5
"09 Gotland county","74 years","men",433.5
"09 Gotland county","74 years","women",426.5
"09 Gotland county","75 years","men",358.5
"09 Gotland county","75 years","women",375.0
"09 Gotland county","76 years","men",372.0
"09 Gotland county","76 years","women",371.5
"09 Gotland county","77 years","men",319.5
"09 Gotland county","77 years","women",346.5
"09 Gotland county","78 years","men",258.0
"09 Gotland county","78 years","women",284.5
"09 Gotland county","79 years","men",252.0
"09 Gotland county","79 years","women",269.5
"09 Gotland county","80 years","men",257.0
"09 Gotland county","80 years","women",260.5
"09 Gotland county","81 years","men",169.5
"09 Gotland county","81 years","women",234.5
"09 Gotland county","82 years","men",191.0
"09 Gotland county","82 years","women",208.5
"09 Gotland county","83 years","men",176.5
"09 Gotland county","83 years","women",213.0
"09 Gotland county","84 years","men",144.0
"09 Gotland county","84 years","women",188.5
"09 Gotland county","85 years","men",126.0
"09 Gotland county","85 years","women",171.0
"09 Gotland county","86 years","men",115.0
"09 Gotland county","86 years","women",175.5
"09 Gotland county","87 years","men",90.5
"09 Gotland county","87 years","women",148.0
"09 Gotland county","88 years","men",84.0
"09 Gotland county","88 years","women",143.5
"09 Gotland county","89 years","men",79.0
"09 Gotland county","89 years","women",109.5
"09 Gotland county","90 years","men",37.5
"09 Gotland county","90 years","women",103.0
"09 Gotland county","91 years","men",45.5
"09 Gotland county","91 years","women",95.5
"09 Gotland county","92 years","men",40.5
"09 Gotland county","92 years","women",87.0
"09 Gotland county","93 years","men",28.5
"09 Gotland county","93 years","women",52.5
"09 Gotland county","94 years","men",19.5
"09 Gotland county","94 years","women",44.5
"09 Gotland county","95 years","men",15.5
"09 Gotland county","95 years","women",33.0
"09 Gotland county","96 years","men",10.5
"09 Gotland county","96 years","women",26.5
"09 Gotland county","97 years","men",5.5
"09 Gotland county","97 years","women",17.5
"09 Gotland county","98 years","men",3.5
"09 Gotland county","98 years","women",17.0
"09 Gotland county","99 years","men",2.5
"09 Gotland county","99 years","women",16.5
"09 Gotland county","100+ years","men",3.0
"09 Gotland county","100+ years","women",16.0
"10 Blekinge county","0 years","men",396.5
"10 Blekinge county","0 years","women",376.5
"10 Blekinge county","1 year","men",826.5
"10 Blekinge county","1 year","women",817.0
"10 Blekinge county","2 years","men",869.5
"10 Blekinge county","2 years","women",782.0
"10 Blekinge county","3 years","men",894.5
"10 Blekinge county","3 years","women",858.0
"10 Blekinge county","4 years","men",872.0
"10 Blekinge county","4 years","women",858.5
"10 Blekinge county","5 years","men",924.0
"10 Blekinge county","5 years","women",906.5
"10 Blekinge county","6 years","men",920.0
"10 Blekinge county","6 years","women",854.0
"10 Blekinge county","7 years","men",937.5
"10 Blekinge county","7 years","women",892.5
"10 Blekinge county","8 years","men",915.5
"10 Blekinge county","8 years","women",942.5
"10 Blekinge county","9 years","men",984.0
