"region","age","sex","2019"
"13 Halland county","80 years","men",1087.0
"13 Halland county","80 years","women",1274.0
"13 Halland county","81 years","men",1025.0
"13 Halland county","81 years","women",1129.0
"13 Halland county","82 years","men",902.0
"13 Halland county","82 years","women",1113.5
"13 Halland county","83 years","men",834.5
"13 Halland county","83 years","women",1026.0
"13 Halland county","84 years","men",673.0
"13 Halland county","84 years","women",963.0
"13 Halland county","85 years","men",623.5
"13 Halland county","85 years","women",877.5
"13 Halland county","86 years","men",556.0
"13 Halland county","86 years","women",787.0
"13 Halland county","87 years","men",492.0
"13 Halland county","87 years","women",726.0
"13 Halland county","88 years","men",428.0
"13 Halland county","88 years","women",640.0
"13 Halland county","89 years","men",363.5
"13 Halland county","89 years","women",615.0
"13 Halland county","90 years","men",291.0
"13 Halland county","90 years","women",511.5
"13 Halland county","91 years","men",278.0
"13 Halland county","91 years","women",490.5
"13 Halland county","92 years","men",186.0
"13 Halland county","92 years","women",415.0
"13 Halland county","93 years","men",145.0
"13 Halland county","93 years","women",323.5
"13 Halland county","94 years","men",113.5
"13 Halland county","94 years","women",289.0
"13 Halland county","95 years","men",85.0
"13 Halland county","95 years","women",236.5
"13 Halland county","96 years","men",72.5
"13 Halland county","96 years","women",147.0
"13 Halland county","97 years","men",41.5
"13 Halland county","97 years","women",104.0
"13 Halland county","98 years","men",33.5
"13 Halland county","98 years","women",94.5
"13 Halland county","99 years","men",21.5
"13 Halland county","99 years","women",67.5
"13 Halland county","100+ years","men",28.5
"13 Halland county","100+ years","women",76.5
"14 Västra Götaland county","0 years","men",5037.5
"14 Västra Götaland county","0 years","women",4732.5
"14 Västra Götaland county","1 year","men",10195.5
"14 Västra Götaland county","1 year","women",9673.0
"14 Västra Götaland county","2 years","men",10313.0
"14 Västra Götaland county","2 years","women",9602.5
"14 Västra Götaland county","3 years","men",10731.5
"14 Västra Götaland county","3 years","women",10059.5
"14 Västra Götaland county","4 years","men",10506.0
"14 Västra Götaland county","4 years","women",9793.5
"14 Västra Götaland county","5 years","men",10600.0
"14 Västra Götaland county","5 years","women",9973.5
"14 Västra Götaland county","6 years","men",10467.5
"14 Västra Götaland county","6 years","women",10012.0
"14 Västra Götaland county","7 years","men",10558.5
"14 Västra Götaland county","7 years","women",10090.0
"14 Västra Götaland county","8 years","men",10486.0
"14 Västra Götaland county","8 years","women",9768.5
"14 Västra Götaland county","9 years","men",11063.5
"14 Västra Götaland county","9 years","women",10343.0
"14 Västra Götaland county","10 years","men",10795.0
"14 Västra Götaland county","10 years","women",9942.0
"14 Västra Götaland county","11 years","men",10431.5
"14 Västra Götaland county","11 years","women",9823.0
"14 Västra Götaland county","12 years","men",10360.0
"14 Västra Götaland county","12 years","women",9850.0
"14 Västra Götaland county","13 years","men",10231.0
"14 Västra Götaland county","13 years","women",9617.5
"14 Västra Götaland county","14 years","men",9802.0
"14 Västra Götaland county","14 years","women",9245.5
"14 Västra Götaland county","15 years","men",9911.0
"14 Västra Götaland county","15 years","women",9202.5
"14 Västra Götaland county","16 years","men",9711.5
"14 Västra Götaland county","16 years","women",9177.0
"14 Västra Götaland county","17 years","men",9355.0
"14 Västra Götaland county","17 years","women",9051.0
"14 Västra Götaland county","18 years","men",9516.5
"14 Västra Götaland county","18 years","women",8580.5
"14 Västra Götaland county","19 years","men",9723.5
"14 Västra Götaland county","19 years","women",8721.0
"14 Västra Götaland county","20 years","men",10405.0
"14 Västra Götaland county","20 years","women",8846.5
"14 Västra Götaland county","21 years","men",10464.5
"14 Västra Götaland county","21 years","women",8784.5
"14 Västra Götaland county","22 years","men",9669.5
"14 Västra Götaland county","22 years","women",9013.0
"14 Västra Götaland county","23 years","men",10204.0
"14 Västra Götaland county","23 years","women",9411.0
"14 Västra Götaland county","24 years","men",11110.5
"14 Västra Götaland county","24 years","women",10569.0
"14 Västra Götaland county","25 years","men",12054.0
"14 Västra Götaland county","25 years","women",11765.0
"14 Västra Götaland county","26 years","men",12830.5
"14 Västra Götaland county","26 years","women",12238.0
"14 Västra Götaland county","27 years","men",13508.5
"14 Västra Götaland county","27 years","women",12638.0
"14 Västra Götaland county","28 years","men",13889.0
"14 Västra Götaland county","28 years","women",12929.5
"14 Västra Götaland county","29 years","men",13981.5
"14 Västra Götaland county","29 years","women",13361.5
"14 Västra Götaland county","30 years","men",13182.0
"14 Västra Götaland county","30 years","women",12596.0
"14 Västra Götaland county","31 years","men",13318.5
"14 Västra Götaland county","31 years","women",12372.0
"14 Västra Götaland county","32 years","men",12509.5
"14 Västra Götaland county","32 years","women",11995.5
"14 Västra Götaland county","33 years","men",12444.5
"14 Västra Götaland county","33 years","women",11501.5
"14 Västra Götaland county","34 years","men",12287.5
"14 Västra Götaland county","34 years","women",11340.5
"14 Västra Götaland county","35 years","men",11653.5
"14 Västra Götaland county","35 years","women",10988.5
"14 Västra Götaland county","36 years","men",11310.0
"14 Västra Götaland county","36 years","women",10498.0
"14 Västra Götaland county","37 years","men",11319.0
"14 Västra Götaland county","37 years","women",10691.5
"14 Västra Götaland county","38 years","men",10967.0
"14 Västra Götaland county","38 years","women",10366.5
"14 Västra Götaland county","39 years","men",11231.0
"14 Västra Götaland county","39 years","women",10826.0
"14 Västra Götaland county","40 years","men",10834.0
"14 Västra Götaland county","40 years","women",10320.0
"14 Västra Götaland county","41 years","men",10526.5
"14 Västra Götaland county","41 years","women",10063.0
"14 Västra Götaland county","42 years","men",10685.0
"14 Västra Götaland county","42 years","women",10167.5
"14 Västra Götaland county","43 years","men",10522.0
"14 Västra Götaland county","43 years","women",10123.0
"14 Västra Götaland county","44 years","men",11014.5
"14 Västra Götaland county","44 years","women",10499.5
"14 Västra Götaland county","45 years","men",11421.0
"14 Västra Götaland county","45 years","women",10960.5
"14 Västra Götaland county","46 years","men",11132.0
"14 Västra Götaland county","46 years","women",10671.5
"14 Västra Götaland county","47 years","men",11123.5
"14 Västra Götaland county","47 years","women",11043.0
"14 Västra Götaland county","48 years","men",11121.0
"14 Västra Götaland county","48 years","women",10631.5
"14 Västra Götaland county","49 years","men",10820.5
"14 Västra Götaland county","49 years","women",10705.5
"14 Västra Götaland county","50 years","men",10857.5
"14 Västra Götaland county","50 years","women",10516.5
"14 Västra Götaland county","51 years","men",11223.5
"14 Västra Götaland county","51 years","women",10995.5
"14 Västra Götaland county","52 years","men",11685.0
"14 Västra Götaland county","52 years","women",11378.5
"14 Västra Götaland county","53 years","men",11845.0
"14 Västra Götaland county","53 years","women",11458.0
"14 Västra Götaland county","54 years","men",11838.5
"14 Västra Götaland county","54 years","women",11426.5
"14 Västra Götaland county","55 years","men",11528.0
"14 Västra Götaland county","55 years","women",11406.5
"14 Västra Götaland county","56 years","men",11161.5
"14 Västra Götaland county","56 years","women",10772.5
"14 Västra Götaland county","57 years","men",10212.5
"14 Västra Götaland county","57 years","women",9846.5
"14 Västra Götaland county","58 years","men",9990.0
"14 Västra Götaland county","58 years","women",9707.5
"14 Västra Götaland county","59 years","men",9600.0
"14 Västra Götaland county","59 years","women",9620.5
"14 Västra Götaland county","60 years","men",9802.0
"14 Västra Götaland county","60 years","women",9518.5
"14 Västra Götaland county","61 years","men",9726.0
"14 Västra Götaland county","61 years","women",9432.5
"14 Västra Götaland county","62 years","men",9586.5
"14 Västra Götaland county","62 years","women",9682.5
"14 Västra Götaland county","63 years","men",9648.0
"14 Västra Götaland county","63 years","women",9534.5
"14 Västra Götaland county","64 years","men",9133.0
"14 Västra Götaland county","64 years","women",9389.0
"14 Västra Götaland county","65 years","men",8941.5
"14 Västra Götaland county","65 years","women",8991.0
"14 Västra Götaland county","66 years","men",9113.5
"14 Västra Götaland county","66 years","women",9360.0
"14 Västra Götaland county","67 years","men",8854.0
"14 Västra Götaland county","67 years","women",9015.5
"14 Västra Götaland county","68 years","men",8416.0
"14 Västra Götaland county","68 years","women",8880.5
"14 Västra Götaland county","69 years","men",8802.0
"14 Västra Götaland county","69 years","women",9072.5
"14 Västra Götaland county","70 years","men",9194.5
"14 Västra Götaland county","70 years","women",9211.0
"14 Västra Götaland county","71 years","men",9245.0
"14 Västra Götaland county","71 years","women",9558.0
"14 Västra Götaland county","72 years","men",9027.0
"14 Västra Götaland county","72 years","women",9400.5
"14 Västra Götaland county","73 years","men",8725.5
"14 Västra Götaland county","73 years","women",9184.0
"14 Västra Götaland county","74 years","men",8756.5
"14 Västra Götaland county","74 years","women",9029.5
"14 Västra Götaland county","75 years","men",8132.0
"14 Västra Götaland county","75 years","women",8539.0
"14 Västra Götaland county","76 years","men",7530.5
"14 Västra Götaland county","76 years","women",8077.5
"14 Västra Götaland county","77 years","men",6736.5
"14 Västra Götaland county","77 years","women",7320.5
"14 Västra Götaland county","78 years","men",5675.0
"14 Västra Götaland county","78 years","women",6174.0
"14 Västra Götaland county","79 years","men",5199.5
"14 Västra Götaland county","79 years","women",5946.0
"14 Västra Götaland county","80 years","men",4947.5
"14 Västra Götaland county","80 years","women",5796.5
"14 Västra Götaland county","81 years","men",4519.5
"14 Västra Götaland county","81 years","women",5424.0
"14 Västra Götaland county","82 years","men",4075.5
"14 Västra Götaland county","82 years","women",4986.0
"14 Västra Götaland county","83 years","men",3640.0
"14 Västra Götaland county","83 years","women",4635.0
"14 Västra Götaland county","84 years","men",3291.5
"14 Västra Götaland county","84 years","women",4284.5
"14 Västra Götaland county","85 years","men",2758.5
"14 Västra Götaland county","85 years","women",4016.0
"14 Västra Götaland county","86 years","men",2496.0
"14 Västra Götaland county","86 years","women",3711.5
"14 Västra Götaland county","87 years","men",2292.0
"14 Västra Götaland county","87 years","women",3575.0
"14 Västra Götaland county","88 years","men",2010.0
"14 Västra Götaland county","88 years","women",3278.5
"14 Västra Götaland county","89 years","men",1735.5
"14 Västra Götaland county","89 years","women",2961.0
"14 Västra Götaland county","90 years","men",1417.0
"14 Västra Götaland county","90 years","women",2485.0
"14 Västra Götaland county","91 years","men",1108.5
"14 Västra Götaland county","91 years","women",2149.0
"14 Västra Götaland county","92 years","men",862.0
"14 Västra Götaland county","92 years","women",1805.0
"14 Västra Götaland county","93 years","men",694.0
"14 Västra Götaland county","93 years","women",1571.0
"14 Västra Götaland county","94 years","men",483.5
"14 Västra Götaland county","94 years","women",1261.5
"14 Västra Götaland county","95 years","men",403.5
"14 Västra Götaland county","95 years","women",1001.0
"14 Västra Götaland county","96 years","men",236.5
"14 Västra Götaland county","96 years","women",714.5
"14 Västra Götaland county","97 years","men",190.5
"14 Västra Götaland county","97 years","women",554.0
"14 Västra Götaland county","98 years","men",126.0
"14 Västra Götaland county","98 years","women",405.5
"14 Västra Götaland county","99 years","men",81.0
"14 Västra Götaland county","99 years","women",275.5
"14 Västra Götaland county","100+ years","men",81.5
"14 Västra Götaland county","100+ years","women",366.0
"17 Värmland county","0 years","men",739.5
"17 Värmland county","0 years","women",668.5
"17 Värmland county","1 year","men",1518.0
"17 Värmland county","1 year","women",1439.0
"17 Värmland county","2 years","men",1592.5
"17 Värmland county","2 years","women",1497.0
"17 Värmland county","3 years","men",1636.0
"17 Värmland county","3 years","women",1505.5
"17 Värmland county","4 years","men",1576.0
"17 Värmland county","4 years","women",1487.5
"17 Värmland county","5 years","men",1551.0
"17 Värmland county","5 years","women",1593.5
"17 Värmland county","6 years","men",1561.0
"17 Värmland county","6 years","women",1483.5
"17 Värmland county","7 years","men",1674.5
"17 Värmland county","7 years","women",1531.5
"17 Värmland county","8 years","men",1570.5
"17 Värmland county","8 years","women",1534.0
"17 Värmland county","9 years","men",1633.0
"17 Värmland county","9 years","women",1540.0
"17 Värmland county","10 years","men",1627.5
"17 Värmland county","10 years","women",1506.0
"17 Värmland county","11 years","men",1532.0
"17 Värmland county","11 years","women",1456.0
"17 Värmland county","12 years","men",1621.5
"17 Värmland county","12 years","women",1480.5
"17 Värmland county","13 years","men",1572.5
"17 Värmland county","13 years","women",1467.5
"17 Värmland county","14 years","men",1539.0
"17 Värmland county","14 years","women",1476.5
"17 Värmland county","15 years","men",1523.0
"17 Värmland county","15 years","women",1352.0
"17 Värmland county","16 years","men",1583.5
"17 Värmland county","16 years","women",1402.0
"17 Värmland county","17 years","men",1469.0
"17 Värmland county","17 years","women",1400.0
"17 Värmland county","18 years","men",1541.5
"17 Värmland county","18 years","women",1412.0
"17 Värmland county","19 years","men",1619.5
"17 Värmland county","19 years","women",1428.0
"17 Värmland county","20 years","men",1665.5
"17 Värmland county","20 years","women",1480.0
"17 Värmland county","21 years","men",1701.5
"17 Värmland county","21 years","women",1528.0
"17 Värmland county","22 years","men",1645.5
"17 Värmland county","22 years","women",1432.5
"17 Värmland county","23 years","men",1694.0
"17 Värmland county","23 years","women",1560.5
"17 Värmland county","24 years","men",1754.5
"17 Värmland county","24 years","women",1541.0
"17 Värmland county","25 years","men",1789.0
"17 Värmland county","25 years","women",1601.0
"17 Värmland county","26 years","men",1928.5
"17 Värmland county","26 years","women",1726.5
"17 Värmland county","27 years","men",1989.0
"17 Värmland county","27 years","women",1785.0
"17 Värmland county","28 years","men",2041.0
"17 Värmland county","28 years","women",1827.5
"17 Värmland county","29 years","men",1996.0
"17 Värmland county","29 years","women",1749.0
"17 Värmland county","30 years","men",1849.0
"17 Värmland county","30 years","women",1753.0
"17 Värmland county","31 years","men",1879.5
"17 Värmland county","31 years","women",1640.0
"17 Värmland county","32 years","men",1645.0
"17 Värmland county","32 years","women",1580.0
"17 Värmland county","33 years","men",1713.5
"17 Värmland county","33 years","women",1554.0
"17 Värmland county","34 years","men",1698.0
"17 Värmland county","34 years","women",1552.5
"17 Värmland county","35 years","men",1564.5
"17 Värmland county","35 years","women",1434.0
"17 Värmland county","36 years","men",1561.5
"17 Värmland county","36 years","women",1487.5
"17 Värmland county","37 years","men",1518.0
"17 Värmland county","37 years","women",1460.5
"17 Värmland county","38 years","men",1489.0
"17 Värmland county","38 years","women",1526.0
"17 Värmland county","39 years","men",1618.0
"17 Värmland county","39 years","women",1524.0
"17 Värmland county","40 years","men",1511.0
"17 Värmland county","40 years","women",1429.5
"17 Värmland county","41 years","men",1448.5
"17 Värmland county","41 years","women",1389.0
"17 Värmland county","42 years","men",1563.5
"17 Värmland county","42 years","women",1464.5
"17 Värmland county","43 years","men",1575.0
"17 Värmland county","43 years","women",1442.0
"17 Värmland county","44 years","men",1624.5
"17 Värmland county","44 years","women",1602.5
"17 Värmland county","45 years","men",1721.5
"17 Värmland county","45 years","women",1705.5
"17 Värmland county","46 years","men",1752.5
"17 Värmland county","46 years","women",1706.5
"17 Värmland county","47 years","men",1759.0
"17 Värmland county","47 years","women",1751.0
"17 Värmland county","48 years","men",1850.0
"17 Värmland county","48 years","women",1745.5
"17 Värmland county","49 years","men",1812.0
"17 Värmland county","49 years","women",1715.5
"17 Värmland county","50 years","men",1773.0
"17 Värmland county","50 years","women",1631.5
"17 Värmland county","51 years","men",1844.5
"17 Värmland county","51 years","women",1843.5
"17 Värmland county","52 years","men",2012.0
"17 Värmland county","52 years","women",1913.5
"17 Värmland county","53 years","men",2081.0
"17 Värmland county","53 years","women",1900.5
"17 Värmland county","54 years","men",2060.5
"17 Värmland county","54 years","women",1948.0
"17 Värmland county","55 years","men",2052.5
"17 Värmland county","55 years","women",1939.0
"17 Värmland county","56 years","men",1841.0
"17 Värmland county","56 years","women",1807.5
"17 Värmland county","57 years","men",1809.5
"17 Värmland county","57 years","women",1731.5
"17 Värmland county","58 years","men",1712.0
"17 Värmland county","58 years","women",1672.0
"17 Värmland county","59 years","men",1699.0
"17 Värmland county","59 years","women",1651.0
"17 Värmland county","60 years","men",1812.5
"17 Värmland county","60 years","women",1712.5
"17 Värmland county","61 years","men",1708.5
"17 Värmland county","61 years","women",1755.0
"17 Värmland county","62 years","men",1775.0
"17 Värmland county","62 years","women",1797.0
"17 Värmland county","63 years","men",1854.5
"17 Värmland county","63 years","women",1775.5
"17 Värmland county","64 years","men",1708.0
"17 Värmland county","64 years","women",1770.5
"17 Värmland county","65 years","men",1697.5
"17 Värmland county","65 years","women",1772.5
"17 Värmland county","66 years","men",1759.5
"17 Värmland county","66 years","women",1720.0
"17 Värmland county","67 years","men",1742.5
"17 Värmland county","67 years","women",1756.0
"17 Värmland county","68 years","men",1735.0
"17 Värmland county","68 years","women",1717.0
"17 Värmland county","69 years","men",1743.5
"17 Värmland county","69 years","women",1785.0
"17 Värmland county","70 years","men",1776.0
"17 Värmland county","70 years","women",1820.0
"17 Värmland county","71 years","men",1875.5
"17 Värmland county","71 years","women",1803.5
"17 Värmland county","72 years","men",1815.0
"17 Värmland county","72 years","women",1889.5
"17 Värmland county","73 years","men",1834.5
"17 Värmland county","73 years","women",1803.5
"17 Värmland county","74 years","men",1756.5
"17 Värmland county","74 years","women",1799.0
"17 Värmland county","75 years","men",1634.0
"17 Värmland county","75 years","women",1808.5
"17 Värmland county","76 years","men",1483.0
"17 Värmland county","76 years","women",1606.5
"17 Värmland county","77 years","men",1304.5
"17 Värmland county","77 years","women",1430.0
"17 Värmland county","78 years","men",1089.5
"17 Värmland county","78 years","women",1277.0
"17 Värmland county","79 years","men",1061.5
"17 Värmland county","79 years","women",1142.5
"17 Värmland county","80 years","men",967.0
"17 Värmland county","80 years","women",1213.5
"17 Värmland county","81 years","men",933.5
"17 Värmland county","81 years","women",1118.0
"17 Värmland county","82 years","men",826.0
"17 Värmland county","82 years","women",1058.5
"17 Värmland county","83 years","men",777.0
"17 Värmland county","83 years","women",1013.0
"17 Värmland county","84 years","men",691.5
"17 Värmland county","84 years","women",917.5
"17 Värmland county","85 years","men",610.5
"17 Värmland county","85 years","women",836.0
"17 Värmland county","86 years","men",533.5
"17 Värmland county","86 years","women",817.5
"17 Värmland county","87 years","men",485.5
"17 Värmland county","87 years","women",782.0
"17 Värmland county","88 years","men",424.0
"17 Värmland county","88 years","women",677.5
"17 Värmland county","89 years","men",390.5
"17 Värmland county","89 years","women",626.0
"17 Värmland county","90 years","men",287.0
"17 Värmland county","90 years","women",516.5
"17 Värmland county","91 years","men",245.0
"17 Värmland county","91 years","women",486.5
"17 Värmland county","92 years","men",183.5
"17 Värmland county","92 years","women",401.5
"17 Värmland county","93 years","men",142.5
"17 Värmland county","93 years","women",324.5
"17 Värmland county","94 years","men",117.5
"17 Värmland county","94 years","women",248.0
"17 Värmland county","95 years","men",83.0
"17 Värmland county","95 years","women",195.0
"17 Värmland county","96 years","men",64.0
"17 Värmland county","96 years","women",142.5
"17 Värmland county","97 years","men",41.0
"17 Värmland county","97 years","women",106.5
"17 Värmland county","98 years","men",12.0
"17 Värmland county","98 years","women",71.5
"17 Värmland county","99 years","men",17.0
"17 Värmland county","99 years","women",57.5
"17 Värmland county","100+ years","men",9.0
"17 Värmland county","100+ years","women",74.0
"18 Örebro county","0 years","men",862.0
"18 Örebro county","0 years","women",810.0
"18 Örebro county","1 year","men",1772.5
"18 Örebro county","1 year","women",1729.0
"18 Örebro county","2 years","men",1782.0
"18 Örebro county","2 years","women",1686.0
"18 Örebro county","3 years","men",1809.0
"18 Örebro county","3 years","women",1717.0
"18 Örebro county","4 years","men",1807.0
"18 Örebro county","4 years","women",1739.0
"18 Örebro county","5 years","men",1949.0
"18 Örebro county","5 years","women",1697.0
"18 Örebro county","6 years","men",1850.5
"18 Örebro county","6 years","women",1752.0
"18 Örebro county","7 years","men",1840.5
"18 Örebro county","7 years","women",1823.5
"18 Örebro county","8 years","men",1890.0
"18 Örebro county","8 years","women",1805.5
"18 Örebro county","9 years","men",1909.0
"18 Örebro county","9 years","women",1840.0
"18 Örebro county","10 years","men",1891.0
"18 Örebro county","10 years","women",1834.5
"18 Örebro county","11 years","men",1928.5
"18 Örebro county","11 years","women",1740.0
"18 Örebro county","12 years","men",1871.5
"18 Örebro county","12 years","women",1739.5
"18 Örebro county","13 years","men",1755.5
"18 Örebro county","13 years","women",1678.0
"18 Örebro county","14 years","men",1708.0
"18 Örebro county","14 years","women",1636.0
"18 Örebro county","15 years","men",1681.5
"18 Örebro county","15 years","women",1597.5
"18 Örebro county","16 years","men",1720.0
"18 Örebro county","16 years","women",1652.5
"18 Örebro county","17 years","men",1709.5
"18 Örebro county","17 years","women",1614.0
"18 Örebro county","18 years","men",1721.0
"18 Örebro county","18 years","women",1591.0
"18 Örebro county","19 years","men",1882.0
"18 Örebro county","19 years","women",1651.0
"18 Örebro county","20 years","men",1947.5
"18 Örebro county","20 years","women",1709.5
"18 Örebro county","21 years","men",1948.5
"18 Örebro county","21 years","women",1916.0
"18 Örebro county","22 years","men",1964.0
"18 Örebro county","22 years","women",1951.5
"18 Örebro county","23 years","men",2060.0
"18 Örebro county","23 years","women",1957.5
"18 Örebro county","24 years","men",2077.5
"18 Örebro county","24 years","women",1955.0
"18 Örebro county","25 years","men",2099.5
"18 Örebro county","25 years","women",2058.5
"18 Örebro county","26 years","men",2267.0
"18 Örebro county","26 years","women",2020.5
"18 Örebro county","27 years","men",2186.0
"18 Örebro county","27 years","women",2056.5
"18 Örebro county","28 years","men",2256.5
"18 Örebro county","28 years","women",2107.5
"18 Örebro county","29 years","men",2282.5
"18 Örebro county","29 years","women",2063.5
"18 Örebro county","30 years","men",2097.5
"18 Örebro county","30 years","women",1978.0
"18 Örebro county","31 years","men",2124.5
"18 Örebro county","31 years","women",1934.0
"18 Örebro county","32 years","men",1906.0
"18 Örebro county","32 years","women",1897.0
"18 Örebro county","33 years","men",1961.0
"18 Örebro county","33 years","women",1827.5
"18 Örebro county","34 years","men",1899.0
"18 Örebro county","34 years","women",1820.0
"18 Örebro county","35 years","men",1764.5
"18 Örebro county","35 years","women",1751.5
"18 Örebro county","36 years","men",1819.5
"18 Örebro county","36 years","women",1713.0
"18 Örebro county","37 years","men",1781.0
"18 Örebro county","37 years","women",1665.5
"18 Örebro county","38 years","men",1699.0
"18 Örebro county","38 years","women",1635.0
"18 Örebro county","39 years","men",1945.5
"18 Örebro county","39 years","women",1841.0
"18 Örebro county","40 years","men",1753.5
"18 Örebro county","40 years","women",1741.5
"18 Örebro county","41 years","men",1696.0
"18 Örebro county","41 years","women",1614.0
"18 Örebro county","42 years","men",1818.0
"18 Örebro county","42 years","women",1727.5
"18 Örebro county","43 years","men",1747.0
"18 Örebro county","43 years","women",1648.0
"18 Örebro county","44 years","men",1743.5
"18 Örebro county","44 years","women",1751.0
"18 Örebro county","45 years","men",1972.5
"18 Örebro county","45 years","women",1929.5
"18 Örebro county","46 years","men",1865.0
"18 Örebro county","46 years","women",1887.5
"18 Örebro county","47 years","men",1952.0
"18 Örebro county","47 years","women",1933.0
"18 Örebro county","48 years","men",1957.5
"18 Örebro county","48 years","women",1942.5
"18 Örebro county","49 years","men",1958.0
"18 Örebro county","49 years","women",1908.0
"18 Örebro county","50 years","men",1895.0
"18 Örebro county","50 years","women",1826.5
"18 Örebro county","51 years","men",2010.5
"18 Örebro county","51 years","women",1835.0
"18 Örebro county","52 years","men",2000.5
"18 Örebro county","52 years","women",2065.0
"18 Örebro county","53 years","men",2082.0
"18 Örebro county","53 years","women",1873.5
"18 Örebro county","54 years","men",2005.0
"18 Örebro county","54 years","women",1939.5
"18 Örebro county","55 years","men",2047.5
"18 Örebro county","55 years","women",1993.5
"18 Örebro county","56 years","men",1770.5
"18 Örebro county","56 years","women",1692.5
"18 Örebro county","57 years","men",1859.0
"18 Örebro county","57 years","women",1774.5
"18 Örebro county","58 years","men",1731.5
"18 Örebro county","58 years","women",1693.0
"18 Örebro county","59 years","men",1740.0
"18 Örebro county","59 years","women",1648.5
"18 Örebro county","60 years","men",1705.5
"18 Örebro county","60 years","women",1641.0
"18 Örebro county","61 years","men",1559.5
"18 Örebro county","61 years","women",1672.0
"18 Örebro county","62 years","men",1676.0
"18 Örebro county","62 years","women",1721.0
"18 Örebro county","63 years","men",1681.5
"18 Örebro county","63 years","women",1714.0
"18 Örebro county","64 years","men",1661.5
"18 Örebro county","64 years","women",1752.0
"18 Örebro county","65 years","men",1608.0
"18 Örebro county","65 years","women",1624.5
"18 Örebro county","66 years","men",1672.5
"18 Örebro county","66 years","women",1721.5
"18 Örebro county","67 years","men",1677.0
"18 Örebro county","67 years","women",1728.5
"18 Örebro county","68 years","men",1595.5
"18 Örebro county","68 years","women",1609.0
"18 Örebro county","69 years","men",1765.5
"18 Örebro county","69 years","women",1808.0
"18 Örebro county","70 years","men",1714.0
"18 Örebro county","70 years","women",1755.0
"18 Örebro county","71 years","men",1759.5
"18 Örebro county","71 years","women",1866.0
"18 Örebro county","72 years","men",1744.5
"18 Örebro county","72 years","women",1863.0
"18 Örebro county","73 years","men",1741.5
"18 Örebro county","73 years","women",1877.5
"18 Örebro county","74 years","men",1766.5
"18 Örebro county","74 years","women",1850.0
"18 Örebro county","75 years","men",1714.0
"18 Örebro county","75 years","women",1761.5
"18 Örebro county","76 years","men",1591.0
"18 Örebro county","76 years","women",1592.0
"18 Örebro county","77 years","men",1321.0
"18 Örebro county","77 years","women",1442.5
"18 Örebro county","78 years","men",1185.5
"18 Örebro county","78 years","women",1307.0
"18 Örebro county","79 years","men",1101.0
"18 Örebro county","79 years","women",1259.5
"18 Örebro county","80 years","men",964.0
"18 Örebro county","80 years","women",1072.5
"18 Örebro county","81 years","men",874.5
"18 Örebro county","81 years","women",1052.5
"18 Örebro county","82 years","men",729.5
"18 Örebro county","82 years","women",899.0
"18 Örebro county","83 years","men",693.0
"18 Örebro county","83 years","women",808.5
"18 Örebro county","84 years","men",625.0
"18 Örebro county","84 years","women",755.5
"18 Örebro county","85 years","men",471.5
"18 Örebro county","85 years","women",725.5
"18 Örebro county","86 years","men",423.0
"18 Örebro county","86 years","women",657.0
"18 Örebro county","87 years","men",420.5
"18 Örebro county","87 years","women",638.0
"18 Örebro county","88 years","men",366.0
"18 Örebro county","88 years","women",567.0
"18 Örebro county","89 years","men",298.5
"18 Örebro county","89 years","women",544.0
"18 Örebro county","90 years","men",255.5
"18 Örebro county","90 years","women",456.5
"18 Örebro county","91 years","men",188.0
"18 Örebro county","91 years","women",405.5
"18 Örebro county","92 years","men",160.5
"18 Örebro county","92 years","women",376.5
"18 Örebro county","93 years","men",118.0
"18 Örebro county","93 years","women",305.0
"18 Örebro county","94 years","men",80.0
"18 Örebro county","94 years","women",238.5
"18 Örebro county","95 years","men",71.5
"18 Örebro county","95 years","women",199.0
"18 Örebro county","96 years","men",62.0
"18 Örebro county","96 years","women",143.5
"18 Örebro county","97 years","men",33.0
"18 Örebro county","97 years","women",118.5
"18 Örebro county","98 years","men",25.0
"18 Örebro county","98 years","women",92.5
"18 Örebro county","99 years","men",9.5
"18 Örebro county","99 years","women",55.5
"18 Örebro county","100+ years","men",19.5
"18 Örebro county","100+ years","women",77.0
"19 Västmanland county","0 years","men",774.5
"19 Västmanland county","0 years","women",736.0
"19 Västmanland county","1 year","men",1593.5
"19 Västmanland county","1 year","women",1518.5
"19 Västmanland county","2 years","men",1676.0
"19 Västmanland county","2 years","women",1534.5
"19 Västmanland county","3 years","men",1671.5
"19 Västmanland county","3 years","women",1576.0
"19 Västmanland county","4 years","men",1672.5
"19 Västmanland county","4 years","women",1523.5
"19 Västmanland county","5 years","men",1669.5
"19 Västmanland county","5 years","women",1569.0
"19 Västmanland county","6 years","men",1652.5
"19 Västmanland county","6 years","women",1606.5
"19 Västmanland county","7 years","men",1681.0
"19 Västmanland county","7 years","women",1615.0
"19 Västmanland county","8 years","men",1643.5
"19 Västmanland county","8 years","women",1616.5
"19 Västmanland county","9 years","men",1831.5
"19 Västmanland county","9 years","women",1566.5
"19 Västmanland county","10 years","men",1627.5
"19 Västmanland county","10 years","women",1578.0
"19 Västmanland county","11 years","men",1679.5
"19 Västmanland county","11 years","women",1525.5
"19 Västmanland county","12 years","men",1695.5
"19 Västmanland county","12 years","women",1542.0
"19 Västmanland county","13 years","men",1671.0
"19 Västmanland county","13 years","women",1513.0
